product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,Revenue,Profit_Amount
5971,Fortune Family Pack Grocery 676,Grocery,Fortune,240.77,20,192.62,3.8,232,37,Lucknow,LocalMart,100,176,32.9,FALSE,Bottle,400,381,20,52,3/15/2025,3/31/2026,None,Delayed,33901.12,11153.46848
5972,Lay's Family Pack Snacks 987,Snacks,Lay's,124.84,15,106.11,4.6,221,26,Bengaluru,SellerB,127,9,27.5,FALSE,Bottle,1000,111,25,28,11/13/2023,3/3/2024,FlatDiscount,On-Time,954.99,262.62225
5973,Britannia Fresh Bakery 892,Bakery,Britannia,87.7,20,70.16,4.3,175,22,Hyderabad,SellerA,126,75,36.7,TRUE,Can,500,4,25,33,8/21/2024,8/25/2024,None,On-Time,5262.0,1931.1540000000002
5974,Britannia Fresh Snacks 95,Snacks,Britannia,225.16,25,168.87,4.3,413,36,Ahmedabad,DailyNeeds,121,180,35.4,TRUE,Can,1000,114,24,33,11/17/2024,3/11/2025,FlatDiscount,On-Time,30396.600000000002,10760.396400000001
5975,BakeHouse Organic Bakery 575,Bakery,BakeHouse,31.1,0,31.1,4.7,85,34,Jaipur,LocalMart,128,81,28.0,FALSE,Box,200,5,25,22,11/3/2024,11/8/2024,None,Delayed,2519.1,705.3480000000001
5976,Pepsi Organic Beverages 467,Beverages,Pepsi,297.5,25,223.12,4.2,359,38,Jaipur,SellerB,130,51,37.8,FALSE,Can,300,316,26,30,12/17/2023,10/28/2024,Cashback,On-Time,11379.12,4301.30736
5977,Britannia Premium Bakery 908,Bakery,Britannia,145.88,0,145.88,4.4,67,26,Delhi,SellerB,98,185,13.2,FALSE,Bottle,200,3,19,44,4/5/2024,4/8/2024,FlatDiscount,On-Time,26987.8,3562.3895999999995
5978,BakeHouse Organic Bakery 903,Bakery,BakeHouse,241.72,10,217.55,5.0,150,21,Chennai,SellerB,108,31,16.3,FALSE,Jar,750,8,21,24,9/28/2025,10/6/2025,None,Delayed,6744.05,1099.28015
5979,Pepsi Fresh Beverages 550,Beverages,Pepsi,81.97,5,77.87,4.1,311,33,Hyderabad,SellerB,103,32,30.7,FALSE,Pouch,300,108,20,0,1/9/2025,4/27/2025,None,On-Time,2491.84,764.99488
5980,Lay's Lite Snacks 617,Snacks,Lay's,259.17,30,181.42,4.4,428,21,Pune,SellerB,88,567,13.8,FALSE,Jar,400,242,17,100,9/4/2025,5/4/2026,None,On-Time,102865.14,14195.38932
5981,Tropicana Fresh Beverages 697,Beverages,Tropicana,329.86,10,296.87,4.5,376,21,Chennai,QuickStores,114,49,32.3,TRUE,Packet,1000,138,22,13,8/7/2024,12/23/2024,FlatDiscount,Delayed,14546.630000000001,4698.56149
5982,Tata Original Grocery 795,Grocery,Tata,336.99,0,336.99,4.5,369,26,Hyderabad,LocalMart,136,339,36.7,FALSE,Box,500,241,27,68,6/20/2025,2/16/2026,None,On-Time,114239.61,41925.936870000005
5983,Dove Lite Personal 292,Personal Care,Dove,722.65,5,686.52,4.3,256,21,Chennai,SellerB,103,43,28.8,FALSE,Jar,250,496,20,32,3/21/2024,7/30/2025,FlatDiscount,On-Time,29520.36,8501.86368
5984,Parle Organic Snacks 72,Snacks,Parle,122.71,5,116.57,4.2,426,22,Pune,LocalMart,136,14,10.0,FALSE,Bottle,200,176,27,39,5/21/2024,11/13/2024,None,On-Time,1631.98,163.19799999999998
5985,Nivea Premium Personal 651,Personal Care,Nivea,46.1,0,46.1,4.2,136,31,Kolkata,UrbanSeller,128,384,14.1,FALSE,Packet,500,1544,25,83,8/22/2024,11/13/2028,None,On-Time,17702.4,2496.0384000000004
5986,Nivea Premium Personal 132,Personal Care,Nivea,312.79,25,234.59,4.6,217,22,Ahmedabad,SellerB,109,234,27.8,FALSE,Bottle,1000,901,21,92,10/7/2024,3/27/2027,FlatDiscount,On-Time,54894.06,15260.54868
5987,DailyGreens Classic Fruits 307,Fruits & Vegetables,DailyGreens,297.35,15,252.75,4.2,419,33,Bengaluru,LocalMart,106,33,13.9,TRUE,Pouch,2000,15,21,22,1/18/2024,2/2/2024,None,On-Time,8340.75,1159.36425
5988,Amul Original Dairy 795,Dairy,Amul,230.22,0,230.22,4.2,441,20,Mumbai,SellerA,105,264,35.1,FALSE,Packet,1000,26,21,69,10/29/2023,11/24/2023,FreeDelivery,On-Time,60778.08,21333.10608
5989,Tata Fresh Grocery 239,Grocery,Tata,103.91,5,98.71,4.5,477,36,Lucknow,SellerB,93,308,5.8,FALSE,Bottle,500,547,18,88,4/30/2024,10/29/2025,Buy1Get1,On-Time,30402.679999999997,1763.3554399999996
5990,Coca-Cola Fresh Beverages 393,Beverages,Coca-Cola,99.96,25,74.97,4.7,129,30,Lucknow,UrbanSeller,109,3,7.0,FALSE,Can,500,253,21,24,9/18/2025,5/29/2026,Buy1Get1,Delayed,224.91,15.743699999999999
5991,BakeHouse Lite Bakery 539,Bakery,BakeHouse,383.15,0,383.15,4.4,285,34,Hyderabad,UrbanSeller,83,29,30.9,FALSE,Bottle,500,11,16,21,4/11/2025,4/22/2025,Cashback,On-Time,11111.349999999999,3433.4071499999995
5992,FreshFarm Premium Fruits 106,Fruits & Vegetables,FreshFarm,161.72,0,161.72,3.8,165,23,Delhi,QuickStores,121,327,32.5,FALSE,Box,250,14,24,64,9/3/2024,9/17/2024,Cashback,On-Time,52882.44,17186.793
5993,P&G Family Pack Personal 479,Personal Care,P&G,61.81,0,61.81,4.1,107,31,Bengaluru,UrbanSeller,127,53,5.7,FALSE,Jar,300,1013,25,37,3/5/2025,12/13/2027,None,On-Time,3275.9300000000003,186.72801000000004
5994,Patanjali Daily Grocery 98,Grocery,Patanjali,252.27,5,239.66,4.3,560,39,Bengaluru,LocalMart,115,8,27.1,TRUE,Packet,500,280,23,16,10/20/2024,7/27/2025,None,Delayed,1917.28,519.58288
5995,Amul Original Dairy 763,Dairy,Amul,109.91,15,93.42,3.9,332,14,Pune,SellerA,129,41,36.2,FALSE,Jar,1000,20,25,28,7/26/2024,8/15/2024,None,On-Time,3830.2200000000003,1386.53964
5996,Dove Family Pack Personal 472,Personal Care,Dove,53.05,0,53.05,4.3,149,26,Mumbai,LocalMart,80,94,24.5,FALSE,Box,1000,1472,16,46,3/30/2024,4/10/2028,None,On-Time,4986.7,1221.7414999999999
5997,ITC Daily Snacks 608,Snacks,ITC,297.68,20,238.14,4.6,350,20,Delhi,DailyNeeds,88,231,25.0,FALSE,Can,250,304,17,76,10/28/2023,8/27/2024,None,On-Time,55010.34,13752.585
5998,Lay's Lite Snacks 157,Snacks,Lay's,107.52,25,80.64,4.4,102,31,Mumbai,SellerA,132,147,12.5,FALSE,Can,250,317,26,34,1/28/2024,12/10/2024,None,Delayed,11854.08,1481.76
5999,Mother Dairy Original Dairy 829,Dairy,Mother Dairy,246.74,10,222.07,4.8,419,27,Lucknow,SellerB,135,88,11.1,FALSE,Box,1000,16,27,45,7/28/2024,8/13/2024,None,On-Time,19542.16,2169.17976
6000,Surf Excel Organic Household 302,Household,Surf Excel,884.25,20,707.4,3.8,146,26,Pune,SellerB,116,58,13.6,FALSE,Bottle,500,1728,23,13,1/15/2024,10/8/2028,None,On-Time,41029.2,5579.9712
6001,Tropicana Premium Beverages 210,Beverages,Tropicana,20.79,5,19.75,4.0,179,25,Chennai,SellerB,118,351,6.0,FALSE,Bottle,500,234,23,79,12/31/2024,8/22/2025,Cashback,On-Time,6932.25,415.935
6002,ITC Classic Snacks 126,Snacks,ITC,237.83,5,225.94,3.4,122,34,Jaipur,QuickStores,116,322,19.6,TRUE,Packet,250,181,23,49,6/1/2025,11/29/2025,None,Delayed,72752.68,14259.52528
6003,Tata Classic Grocery 761,Grocery,Tata,160.71,10,144.64,3.7,526,18,Delhi,DailyNeeds,119,255,25.4,FALSE,Packet,500,534,23,47,1/6/2025,6/24/2026,None,On-Time,36883.2,9368.332799999998
6004,Amul Lite Dairy 559,Dairy,Amul,222.06,20,177.65,4.5,193,35,Kolkata,SellerA,83,41,36.9,FALSE,Pouch,1000,19,16,20,6/24/2024,7/13/2024,None,On-Time,7283.650000000001,2687.66685
6005,Britannia Organic Snacks 575,Snacks,Britannia,287.33,0,287.33,2.9,333,35,Bengaluru,LocalMart,118,239,33.3,FALSE,Box,200,124,23,26,11/29/2024,4/2/2025,None,On-Time,68671.87,22867.732709999997
6006,FreshFarm Original Fruits 587,Fruits & Vegetables,FreshFarm,80.69,15,68.59,4.2,147,32,Kolkata,SellerB,83,51,6.3,FALSE,Bottle,1000,14,16,12,8/25/2024,9/8/2024,Buy1Get1,On-Time,3498.09,220.37967
6007,ITC Daily Snacks 769,Snacks,ITC,164.13,5,155.92,4.1,459,20,Pune,DailyNeeds,128,102,23.2,FALSE,Jar,500,303,25,32,7/26/2025,5/25/2026,None,On-Time,15903.839999999998,3689.690879999999
6008,Gowardhan Lite Dairy 568,Dairy,Gowardhan,180.2,0,180.2,3.9,458,29,Hyderabad,DailyNeeds,148,290,23.3,FALSE,Jar,750,7,29,77,3/6/2025,3/13/2025,None,Delayed,52258.0,12176.114000000001
6009,FreshFarm Lite Fruits 792,Fruits & Vegetables,FreshFarm,311.83,20,249.46,4.6,90,26,Kolkata,SellerB,114,255,17.5,TRUE,Pouch,100,10,22,83,6/3/2025,6/13/2025,Cashback,On-Time,63612.3,11132.1525
6010,Aavin Daily Dairy 475,Dairy,Aavin,232.22,0,232.22,4.4,412,23,Hyderabad,SellerA,96,447,31.8,FALSE,Bottle,250,11,19,93,10/9/2024,10/20/2024,Buy1Get1,On-Time,103802.34,33009.14412
6011,Patanjali Organic Grocery 962,Grocery,Patanjali,194.92,10,175.43,4.2,329,22,Kolkata,SellerB,124,189,8.1,TRUE,Box,750,647,24,31,9/8/2024,6/17/2026,None,On-Time,33156.270000000004,2685.65787
6012,Pepsi Family Pack Beverages 422,Beverages,Pepsi,249.51,5,237.03,3.7,925,24,Hyderabad,UrbanSeller,147,493,38.6,TRUE,Box,300,232,29,100,7/21/2024,3/10/2025,FlatDiscount,On-Time,116855.79,45106.33494
6013,Minute Maid Classic Beverages 486,Beverages,Minute Maid,272.41,5,258.79,5.0,489,33,Ahmedabad,QuickStores,138,6,35.6,FALSE,Can,300,379,27,18,11/25/2024,12/9/2025,None,On-Time,1552.7400000000002,552.7754400000001
6014,Parle Original Snacks 978,Snacks,Parle,74.26,0,74.26,4.2,464,27,Mumbai,SellerA,92,58,15.5,FALSE,Can,500,76,18,16,1/3/2025,3/20/2025,None,On-Time,4307.08,667.5974000000001
6015,FreshFarm Organic Fruits 724,Fruits & Vegetables,FreshFarm,229.4,0,229.4,4.0,183,28,Delhi,DailyNeeds,132,179,31.2,FALSE,Box,1000,13,26,55,6/23/2025,7/6/2025,Buy1Get1,On-Time,41062.6,12811.5312
6016,Pepsi Family Pack Beverages 595,Beverages,Pepsi,181.27,20,145.02,4.0,533,28,Kolkata,SellerA,114,71,11.2,TRUE,Packet,1500,179,22,33,9/23/2025,3/21/2026,None,On-Time,10296.42,1153.19904
6017,Parle Daily Snacks 857,Snacks,Parle,208.52,0,208.52,4.7,481,28,Chennai,SellerB,86,326,29.2,FALSE,Packet,100,242,17,75,11/12/2024,7/12/2025,FlatDiscount,On-Time,67977.52,19849.435840000002
6018,Lay's Classic Snacks 980,Snacks,Lay's,179.26,20,143.41,4.9,371,25,Mumbai,UrbanSeller,122,45,30.7,FALSE,Bottle,400,302,24,28,1/7/2025,11/5/2025,None,On-Time,6453.45,1981.2091499999997
6019,Aavin Fresh Dairy 323,Dairy,Aavin,154.84,0,154.84,3.6,465,37,Jaipur,UrbanSeller,104,141,22.3,FALSE,Box,750,17,20,18,1/14/2024,1/31/2024,None,On-Time,21832.44,4868.63412
6020,Dove Daily Personal 419,Personal Care,Dove,144.33,5,137.11,3.8,154,40,Pune,QuickStores,146,75,16.3,FALSE,Bottle,250,507,29,9,2/5/2025,6/27/2026,FlatDiscount,On-Time,10283.250000000002,1676.1697500000002
6021,Amul Lite Dairy 313,Dairy,Amul,114.62,15,97.43,4.7,321,19,Chennai,UrbanSeller,98,52,12.9,TRUE,Packet,250,11,19,16,7/3/2025,7/14/2025,FreeDelivery,On-Time,5066.360000000001,653.5604400000001
6022,Britannia Premium Bakery 911,Bakery,Britannia,460.48,15,391.41,3.7,45,46,Jaipur,QuickStores,118,52,37.7,FALSE,Packet,1000,4,23,17,1/11/2025,1/15/2025,None,On-Time,20353.32,7673.20164
6023,Harpic Organic Household 152,Household,Harpic,676.54,30,473.58,4.5,200,25,Ahmedabad,QuickStores,138,254,7.2,FALSE,Pouch,750,502,27,56,9/25/2025,2/9/2027,None,On-Time,120289.31999999999,8660.83104
6024,Dettol Lite Household 406,Household,Dettol,85.05,10,76.55,3.3,250,30,Chennai,SellerA,114,56,28.1,FALSE,Bottle,300,947,22,9,3/13/2024,10/16/2026,FlatDiscount,Delayed,4286.8,1204.5908000000002
6025,Pepsi Original Beverages 391,Beverages,Pepsi,239.32,20,191.46,4.5,522,26,Chennai,LocalMart,103,241,10.1,FALSE,Packet,1000,448,20,60,3/23/2025,6/14/2026,Buy1Get1,On-Time,46141.86,4660.327859999999
6026,Harpic Daily Household 985,Household,Harpic,188.86,25,141.65,3.3,403,25,Pune,SellerB,116,86,30.6,FALSE,Can,200,1454,23,8,1/1/2024,12/25/2027,None,Delayed,12181.9,3727.6614
6027,Aavin Organic Dairy 552,Dairy,Aavin,189.54,0,189.54,4.6,380,34,Hyderabad,UrbanSeller,93,369,30.9,FALSE,Bottle,750,24,18,81,5/5/2025,5/29/2025,None,On-Time,69940.26,21611.540339999996
6028,Pepsi Classic Beverages 906,Beverages,Pepsi,89.61,5,85.13,4.3,395,33,Jaipur,SellerB,97,147,12.8,FALSE,Packet,200,226,19,49,5/23/2024,1/4/2025,None,On-Time,12514.109999999999,1601.80608
6029,Himalaya Family Pack Personal 926,Personal Care,Himalaya,345.72,0,345.72,3.9,112,33,Lucknow,LocalMart,136,26,18.8,FALSE,Box,100,1615,27,14,9/27/2025,2/28/2030,None,Delayed,8988.720000000001,1689.8793600000001
6030,Surf Excel Original Household 930,Household,Surf Excel,155.4,15,132.09,4.1,68,28,Jaipur,QuickStores,120,244,33.0,FALSE,Pouch,300,890,24,70,8/2/2025,1/9/2028,FlatDiscount,Delayed,32229.96,10635.8868
6031,Parle Original Snacks 459,Snacks,Parle,14.27,0,14.27,4.7,536,13,Pune,LocalMart,125,156,29.5,FALSE,Can,250,105,25,59,2/4/2025,5/20/2025,None,On-Time,2226.12,656.7053999999999
6032,Dettol Lite Household 544,Household,Dettol,570.63,0,570.63,3.9,80,43,Jaipur,SellerB,141,44,6.9,FALSE,Pouch,750,502,28,10,4/13/2025,8/28/2026,None,Delayed,25107.72,1732.4326800000001
6033,Amul Classic Dairy 63,Dairy,Amul,56.89,0,56.89,3.3,226,33,Jaipur,SellerB,102,308,7.9,FALSE,Bottle,250,25,20,59,9/3/2024,9/28/2024,None,Delayed,17522.12,1384.24748
6034,P&G Family Pack Personal 425,Personal Care,P&G,295.26,0,295.26,4.5,43,22,Pune,DailyNeeds,134,534,15.2,FALSE,Jar,250,881,26,100,3/15/2025,8/13/2027,None,On-Time,157668.84,23965.663679999998
6035,DailyGreens Fresh Fruits 872,Fruits & Vegetables,DailyGreens,273.11,10,245.8,5.0,342,14,Hyderabad,UrbanSeller,92,216,27.2,FALSE,Packet,1000,4,18,65,9/6/2024,9/10/2024,FreeDelivery,On-Time,53092.8,14441.241600000001
6036,Tata Family Pack Grocery 846,Grocery,Tata,180.35,0,180.35,4.9,331,13,Hyderabad,UrbanSeller,106,280,24.2,FALSE,Can,200,295,21,75,11/27/2023,9/17/2024,FlatDiscount,On-Time,50498.0,12220.515999999998
6037,Lay's Fresh Snacks 631,Snacks,Lay's,178.37,15,151.61,3.3,259,20,Bengaluru,DailyNeeds,101,38,22.9,FALSE,Box,200,157,20,0,12/13/2023,5/18/2024,Buy1Get1,On-Time,5761.18,1319.31022
6038,Aavin Family Pack Dairy 309,Dairy,Aavin,149.99,5,142.49,5.0,446,23,Pune,SellerB,131,36,39.9,FALSE,Bottle,500,21,26,42,6/28/2024,7/19/2024,FlatDiscount,On-Time,5129.64,2046.7263599999999
6039,Gowardhan Classic Dairy 725,Dairy,Gowardhan,53.96,5,51.26,4.6,145,30,Hyderabad,UrbanSeller,106,41,12.6,TRUE,Jar,250,20,21,27,2/12/2024,3/3/2024,FlatDiscount,On-Time,2101.66,264.80915999999996
6040,Dove Lite Personal 940,Personal Care,Dove,769.65,10,692.68,3.2,281,17,Pune,QuickStores,105,51,37.3,TRUE,Packet,250,860,21,1,10/29/2024,3/8/2027,FlatDiscount,On-Time,35326.68,13176.851639999999
6041,Gowardhan Original Dairy 386,Dairy,Gowardhan,241.08,30,168.76,5.0,443,21,Pune,UrbanSeller,126,309,23.8,TRUE,Bottle,1000,28,25,86,5/22/2025,6/19/2025,FlatDiscount,On-Time,52146.84,12410.947919999999
6042,Coca-Cola Organic Beverages 516,Beverages,Coca-Cola,274.04,10,246.64,3.5,355,29,Bengaluru,SellerB,101,325,31.3,FALSE,Jar,500,179,20,74,5/20/2025,11/15/2025,None,Delayed,80158.0,25089.453999999998
6043,Aavin Lite Dairy 172,Dairy,Aavin,135.67,15,115.32,4.3,247,22,Chennai,LocalMart,138,90,17.1,FALSE,Can,500,23,27,30,8/4/2025,8/27/2025,FlatDiscount,On-Time,10378.8,1774.7748000000001
6044,Himalaya Classic Personal 580,Personal Care,Himalaya,151.18,0,151.18,4.0,150,25,Jaipur,DailyNeeds,105,250,33.8,FALSE,Packet,200,1421,21,63,9/25/2024,8/16/2028,Cashback,On-Time,37795.0,12774.71
6045,Aashirvaad Lite Grocery 305,Grocery,Aashirvaad,245.43,5,233.16,5.0,548,21,Chennai,LocalMart,86,545,14.7,TRUE,Box,1000,258,17,100,1/15/2025,9/30/2025,None,On-Time,127072.2,18679.6134
6046,Pepsi Classic Beverages 125,Beverages,Pepsi,42.89,10,38.6,3.9,344,23,Hyderabad,SellerB,84,51,10.3,TRUE,Jar,200,137,16,14,3/28/2025,8/12/2025,None,On-Time,1968.6000000000001,202.7658
6047,Lay's Daily Snacks 96,Snacks,Lay's,102.6,0,102.6,5.0,234,30,Delhi,DailyNeeds,123,60,34.7,FALSE,Packet,500,234,24,32,3/19/2025,11/8/2025,None,On-Time,6156.0,2136.132
6048,Harpic Fresh Household 588,Household,Harpic,480.82,10,432.74,4.3,220,23,Mumbai,QuickStores,106,227,13.1,FALSE,Packet,750,860,21,72,10/25/2025,3/3/2028,None,On-Time,98231.98,12868.389379999999
6049,Patanjali Premium Grocery 829,Grocery,Patanjali,269.08,10,242.17,5.0,543,24,Bengaluru,SellerB,92,21,30.4,FALSE,Can,400,541,18,4,12/26/2023,6/19/2025,Cashback,On-Time,5085.57,1546.01328
6050,Himalaya Original Personal 184,Personal Care,Himalaya,569.48,20,455.58,4.2,95,34,Jaipur,LocalMart,136,270,12.4,FALSE,Can,400,692,27,80,3/20/2024,2/10/2026,None,Delayed,123006.59999999999,15252.818399999998
6051,Himalaya Family Pack Personal 530,Personal Care,Himalaya,695.31,10,625.78,4.1,509,31,Chennai,SellerA,95,68,33.3,FALSE,Jar,1000,836,19,26,3/31/2024,7/15/2026,FreeDelivery,On-Time,42553.04,14170.162319999998
6052,Coca-Cola Organic Beverages 113,Beverages,Coca-Cola,225.33,30,157.73,4.1,466,28,Bengaluru,UrbanSeller,90,494,11.5,TRUE,Can,200,237,18,95,12/8/2024,8/2/2025,Buy1Get1,On-Time,77918.62,8960.6413
6053,Dove Premium Personal 954,Personal Care,Dove,218.36,10,196.52,3.9,143,34,Hyderabad,DailyNeeds,113,50,5.1,FALSE,Box,100,1353,22,16,6/21/2025,3/5/2029,None,Delayed,9826.0,501.126
6054,Britannia Daily Bakery 531,Bakery,Britannia,304.86,0,304.86,4.2,246,34,Mumbai,SellerA,140,83,23.8,FALSE,Bottle,1000,12,28,29,9/19/2025,10/1/2025,None,On-Time,25303.38,6022.20444
6055,DailyGreens Original Fruits 696,Fruits & Vegetables,DailyGreens,163.18,5,155.02,4.9,86,21,Ahmedabad,LocalMart,91,223,37.4,TRUE,Jar,1000,11,18,78,8/16/2024,8/27/2024,None,On-Time,34569.46,12928.97804
6056,DailyGreens Daily Fruits 209,Fruits & Vegetables,DailyGreens,183.07,15,155.61,4.4,232,37,Mumbai,SellerB,99,173,16.6,FALSE,Packet,250,10,19,63,2/13/2024,2/23/2024,Cashback,Delayed,26920.530000000002,4468.8079800000005
6057,Surf Excel Original Household 816,Household,Surf Excel,94.74,20,75.79,5.0,20,25,Ahmedabad,SellerA,90,609,36.1,FALSE,Packet,200,1638,18,100,1/26/2024,7/21/2028,None,On-Time,46156.11,16662.35571
6058,FreshFarm Original Fruits 896,Fruits & Vegetables,FreshFarm,387.1,5,367.75,3.6,300,28,Lucknow,SellerB,138,236,14.6,FALSE,Packet,250,9,27,46,10/23/2024,11/1/2024,FlatDiscount,On-Time,86789.0,12671.194
6059,Himalaya Fresh Personal 705,Personal Care,Himalaya,100.52,5,95.49,4.0,280,33,Bengaluru,DailyNeeds,121,319,11.8,FALSE,Jar,100,700,24,75,4/24/2024,3/25/2026,FlatDiscount,Delayed,30461.309999999998,3594.4345799999996
6060,Dettol Classic Household 749,Household,Dettol,989.28,5,939.82,4.5,69,27,Mumbai,DailyNeeds,85,40,17.3,FALSE,Jar,250,601,17,23,1/14/2025,9/7/2026,None,On-Time,37592.8,6503.554400000001
6061,Coca-Cola Original Beverages 505,Beverages,Coca-Cola,235.2,5,223.44,4.2,498,38,Lucknow,SellerA,104,370,9.8,FALSE,Box,300,249,20,83,9/3/2024,5/10/2025,FlatDiscount,Delayed,82672.8,8101.934400000001
6062,Himalaya Classic Personal 561,Personal Care,Himalaya,509.74,5,484.25,4.0,331,28,Hyderabad,LocalMart,87,73,29.4,TRUE,Box,500,1202,17,30,3/10/2025,6/24/2028,FreeDelivery,On-Time,35350.25,10392.9735
6063,Coca-Cola Classic Beverages 235,Beverages,Coca-Cola,340.08,10,306.07,3.5,298,52,Lucknow,QuickStores,139,385,11.3,FALSE,Pouch,500,236,27,82,9/1/2024,4/25/2025,Cashback,Delayed,117836.95,13315.575350000001
6064,Lay's Classic Snacks 597,Snacks,Lay's,53.82,15,45.75,4.4,410,14,Delhi,DailyNeeds,127,20,8.2,TRUE,Box,250,182,25,32,7/13/2024,1/11/2025,FlatDiscount,On-Time,915.0,75.02999999999999
6065,Lay's Original Snacks 472,Snacks,Lay's,258.05,20,206.44,4.0,360,27,Jaipur,QuickStores,91,53,30.4,TRUE,Bottle,250,67,18,28,10/3/2024,12/9/2024,FlatDiscount,On-Time,10941.32,3326.16128
6066,Modern Daily Bakery 577,Bakery,Modern,466.69,15,396.69,5.0,98,10,Pune,LocalMart,93,12,15.1,FALSE,Packet,400,4,18,8,5/15/2024,5/19/2024,FlatDiscount,On-Time,4760.28,718.8022799999999
6067,Parle Classic Snacks 356,Snacks,Parle,226.56,20,181.25,4.6,489,27,Ahmedabad,SellerB,79,251,20.5,TRUE,Can,200,130,15,81,11/4/2024,3/14/2025,None,On-Time,45493.75,9326.21875
6068,Coca-Cola Premium Beverages 387,Beverages,Coca-Cola,49.07,0,49.07,4.2,308,31,Ahmedabad,UrbanSeller,118,63,29.1,FALSE,Can,200,304,23,36,11/24/2024,9/24/2025,None,On-Time,3091.41,899.60031
6069,Britannia Daily Bakery 815,Bakery,Britannia,416.43,5,395.61,3.4,192,27,Kolkata,QuickStores,82,232,9.6,FALSE,Packet,500,2,16,47,3/18/2024,3/20/2024,Buy1Get1,On-Time,91781.52,8811.02592
6070,Himalaya Organic Personal 792,Personal Care,Himalaya,586.83,15,498.81,4.3,131,19,Chennai,DailyNeeds,132,88,24.2,FALSE,Pouch,400,886,26,40,6/10/2025,11/13/2027,FlatDiscount,On-Time,43895.28,10622.657759999998
6071,Tata Fresh Grocery 543,Grocery,Tata,261.41,5,248.34,3.6,355,30,Delhi,LocalMart,119,6,18.2,TRUE,Box,200,711,23,37,12/20/2024,12/1/2026,None,On-Time,1490.04,271.18728
6072,Nivea Organic Personal 731,Personal Care,Nivea,490.1,0,490.1,2.6,187,24,Lucknow,SellerA,118,93,15.7,TRUE,Jar,250,1030,23,17,7/1/2024,4/27/2027,FlatDiscount,Delayed,45579.3,7155.9501
6073,Himalaya Original Personal 952,Personal Care,Himalaya,669.73,0,669.73,5.0,39,23,Chennai,UrbanSeller,123,90,13.1,FALSE,Bottle,750,423,24,34,8/22/2024,10/19/2025,None,On-Time,60275.700000000004,7896.1167000000005
6074,Dettol Classic Household 909,Household,Dettol,153.94,30,107.76,4.3,164,20,Mumbai,LocalMart,142,294,15.0,FALSE,Box,250,1393,28,75,6/25/2024,4/18/2028,Buy1Get1,On-Time,31681.440000000002,4752.216
6075,ITC Lite Snacks 61,Snacks,ITC,63.25,30,44.27,4.0,241,30,Delhi,QuickStores,95,255,33.9,FALSE,Packet,500,162,19,68,8/5/2024,1/14/2025,Cashback,On-Time,11288.85,3826.92015
6076,Nivea Daily Personal 475,Personal Care,Nivea,351.68,15,298.93,4.9,161,17,Pune,UrbanSeller,131,118,19.2,FALSE,Jar,300,1190,26,44,5/28/2024,8/31/2027,None,On-Time,35273.74,6772.55808
6077,P&G Fresh Personal 197,Personal Care,P&G,527.32,15,448.22,4.8,289,12,Pune,DailyNeeds,118,312,34.3,TRUE,Packet,300,1812,23,86,3/4/2024,2/18/2029,None,On-Time,139844.64,47966.71152
6078,Britannia Classic Bakery 352,Bakery,Britannia,189.28,15,160.89,4.4,171,31,Lucknow,DailyNeeds,105,11,10.2,FALSE,Packet,1000,10,21,15,9/6/2024,9/16/2024,None,On-Time,1769.79,180.51858000000001
6079,BakeHouse Organic Bakery 282,Bakery,BakeHouse,121.84,0,121.84,3.6,135,26,Bengaluru,SellerA,95,357,6.4,TRUE,Jar,200,3,19,82,7/16/2024,7/19/2024,None,On-Time,43496.880000000005,2783.8003200000007
6080,Fortune Family Pack Grocery 198,Grocery,Fortune,401.37,0,401.37,3.5,460,17,Hyderabad,SellerA,130,305,8.9,FALSE,Jar,400,589,26,71,5/16/2024,12/26/2025,Cashback,On-Time,122417.85,10895.18865
6081,Patanjali Premium Grocery 235,Grocery,Patanjali,375.63,25,281.72,5.0,299,32,Hyderabad,DailyNeeds,89,35,35.9,FALSE,Bottle,750,617,17,40,7/11/2025,3/20/2027,None,On-Time,9860.2,3539.8118
6082,BakeHouse Premium Bakery 67,Bakery,BakeHouse,498.2,0,498.2,4.2,30,30,Ahmedabad,UrbanSeller,100,119,6.8,FALSE,Bottle,250,3,20,50,7/25/2025,7/28/2025,None,On-Time,59285.799999999996,4031.4343999999996
6083,Pepsi Fresh Beverages 128,Beverages,Pepsi,292.85,10,263.57,4.6,268,28,Pune,SellerB,86,373,31.7,TRUE,Pouch,1500,126,17,83,4/5/2025,8/9/2025,None,On-Time,98311.61,31164.78037
6084,Tata Daily Grocery 111,Grocery,Tata,445.96,10,401.36,4.2,165,30,Chennai,SellerB,106,141,8.0,TRUE,Box,400,606,21,59,7/29/2025,3/27/2027,FlatDiscount,Delayed,56591.76,4527.3408
6085,Dove Fresh Personal 759,Personal Care,Dove,126.79,0,126.79,3.7,248,21,Hyderabad,QuickStores,99,43,7.2,FALSE,Bottle,200,1450,19,24,9/27/2025,9/16/2029,Buy1Get1,On-Time,5451.97,392.54184000000004
